sample	event	chrom	start	type	error_group	rep	depth	purity
visorR11	38	2R	10463000	inversion	tp	1	deep	100
visorR11	74	3R	9437000	inversion	tp	1	deep	100
visorR11	-	3L	6150000	tandem duplication	fn	1	deep	100
visorR11	69	3R	7160000	deletion	tp	1	deep	100
visorR11	-	3L	9938000	deletion	fn	1	deep	100
visorR11	119	X	12489000	deletion	tp	1	deep	100
visorR11	35	2R	9437000	inversion	tp	1	deep	100
visorR11	94	4	818000	deletion	tp	1	deep	100
visorR11	101	4	969000	deletion	tp	1	deep	100
visorR11	-	3R	12489000	deletion	fn	1	deep	100
visorR11	6	2L	7160000	deletion	tp	1	deep	100
visorR11	108	X	8312000	tandem duplication	tp	1	deep	100
visorR11	65	3R	6150000	tandem duplication	tp	1	deep	100
visorR11	15	2L	10463000	inversion	tp	1	deep	100
visorR11	63	3R	5000000	deletion	tp	1	deep	100
visorR11	103	X	5550000	deletion	tp	1	deep	100
visorR11	51	3L	8312000	tandem duplication	tp	1	deep	100
visorR11	97	4	890000	tandem duplication	tp	1	deep	100
visorR11	60	3L	11987000	tandem duplication	tp	1	deep	100
visorR11	11	2L	8887000	deletion	tp	1	deep	100
visorR11	111	X	9437000	inversion	tp	1	deep	100
visorR11	42	2R	11987000	tandem duplication	tp	1	deep	100
visorR11	84	4	270000	deletion	tp	1	deep	100
visorR11	90	4	632000	tandem duplication	tp	1	deep	100
visorR11	54	3L	9437000	inversion	tp	1	deep	100
visorR11	1	2L	5000000	deletion	tp	1	deep	100
visorR11	30	2R	7810000	deletion	tp	1	deep	100
visorR11	40	2R	10970000	tandem duplication	tp	1	deep	100
visorR11	107	X	7810000	deletion	tp	1	deep	100
visorR11	100	4	947000	tandem duplication	tp	1	deep	100
visorR11	76	3R	9938000	deletion	tp	1	deep	100
visorR11	72	3R	8312000	tandem duplication	tp	1	deep	100
visorR11	7	2L	7810000	deletion	tp	1	deep	100
visorR11	19	2L	11987000	tandem duplication	tp	1	deep	100
visorR11	64	3R	5550000	deletion	tp	1	deep	100
visorR11	49	3L	7810000	deletion	tp	1	deep	100
visorR11	104	X	6150000	tandem duplication	tp	1	deep	100
visorR11	112	X	9938000	deletion	tp	1	deep	100
visorR11	48	3L	7160000	deletion	tp	1	deep	100
visorR11	22	2R	5000000	deletion	tp	1	deep	100
visorR11	18	2L	11485000	inversion	tp	1	deep	100
visorR11	117	X	11485000	inversion	tp	1	deep	100
visorR11	2	2L	5550000	deletion	tp	1	deep	100
visorR11	86	4	390000	tandem duplication	tp	1	deep	100
visorR11	32	2R	8312000	tandem duplication	tp	1	deep	100
visorR11	102	X	5000000	deletion	tp	1	deep	100
visorR11	-	X	7160000	deletion	fn	1	deep	100
visorR11	110	X	8887000	deletion	tp	1	deep	100
visorR11	92	4	727000	deletion	tp	1	deep	100
visorR11	73	3R	8887000	deletion	tp	1	deep	100
visorR11	3	2L	6150000	tandem duplication	tp	1	deep	100
visorR11	114	X	10463000	inversion	tp	1	deep	100
visorR11	9	2L	8312000	tandem duplication	tp	1	deep	100
visorR11	-	3L	10463000	inversion	fn	1	deep	100
visorR11	81	3R	11987000	tandem duplication	tp	1	deep	100
visorR11	56	3L	10462987	inversion	fp	1	deep	100
visorR11	82	4	200000	deletion	tp	1	deep	100
visorR11	58	3L	10970000	tandem duplication	tp	1	deep	100
visorR11	77	3R	10463000	inversion	tp	1	deep	100
visorR11	96	4	863000	inversion	tp	1	deep	100
visorR11	79	3R	10970000	tandem duplication	tp	1	deep	100
visorR11	80	3R	11485000	inversion	tp	1	deep	100
visorR11	13	2L	9938000	deletion	tp	1	deep	100
visorR11	99	4	925000	inversion	tp	1	deep	100
visorR11	34	2R	8887000	deletion	tp	1	deep	100
visorR11	46	3L	6655000	inversion	tp	1	deep	100
visorR11	44	3L	5000000	deletion	tp	1	deep	100
visorR11	67	3R	6655000	inversion	tp	1	deep	100
visorR11	61	3L	12489000	deletion	tp	1	deep	100
visorR11	70	3R	7810000	deletion	tp	1	deep	100
visorR11	118	X	11987000	tandem duplication	tp	1	deep	100
visorR11	-	4	797000	inversion	fn	1	deep	100
visorR11	27	2R	6655000	inversion	tp	1	deep	100
visorR13	38	2R	9938000	deletion	tp	1	deep	80
visorR13	54	3L	8887000	deletion	tp	1	deep	80
visorR13	21	2L	12489000	deletion	tp	1	deep	80
visorR13	5	2L	6655000	inversion	tp	1	deep	80
visorR13	30	2R	7160000	deletion	tp	1	deep	80
visorR13	13	2L	9437000	inversion	tp	1	deep	80
visorR13	24	2R	5550000	deletion	tp	1	deep	80
visorR13	102	4	969000	deletion	tp	1	deep	80
visorR13	-	2R	12489000	deletion	fn	1	deep	80
visorR13	106	X	6655000	inversion	tp	1	deep	80
visorR13	26	2R	6150000	tandem duplication	tp	1	deep	80
visorR13	60	3L	11485000	inversion	tp	1	deep	80
visorR13	90	4	610000	deletion	tp	1	deep	80
visorR13	-	4	415000	inversion	fn	1	deep	80
visorR13	-	X	10970000	tandem duplication	fn	1	deep	80
visorR13	18	2L	10970000	tandem duplication	tp	1	deep	80
visorR13	42	2R	11485000	inversion	tp	1	deep	80
visorR13	88	4	440000	deletion	tp	1	deep	80
visorR13	39	2R	10463000	inversion	tp	1	deep	80
visorR13	74	3R	9437000	inversion	tp	1	deep	80
visorR13	-	3L	6150000	tandem duplication	fn	1	deep	80
visorR13	35	2R	8887000	deletion	tp	1	deep	80
visorR13	-	3L	9938000	deletion	fn	1	deep	80
visorR13	120	X	12489000	deletion	tp	1	deep	80
visorR13	36	2R	9437000	inversion	tp	1	deep	80
visorR13	95	4	818000	deletion	tp	1	deep	80
visorR13	-	3R	12489000	deletion	fn	1	deep	80
visorR13	-	2L	7160000	deletion	fn	1	deep	80
visorR13	111	X	8312000	tandem duplication	tp	1	deep	80
visorR13	66	3R	6150000	tandem duplication	tp	1	deep	80
visorR13	16	2L	10463000	inversion	tp	1	deep	80
visorR13	64	3R	5000000	deletion	tp	1	deep	80
visorR13	104	X	5550000	deletion	tp	1	deep	80
visorR13	52	3L	8312000	tandem duplication	tp	1	deep	80
visorR13	98	4	890000	tandem duplication	tp	1	deep	80
visorR13	61	3L	11987000	tandem duplication	tp	1	deep	80
visorR13	-	2L	8887000	deletion	fn	1	deep	80
visorR13	113	X	9437000	inversion	tp	1	deep	80
visorR13	43	2R	11987000	tandem duplication	tp	1	deep	80
visorR13	-	3R	5550000	deletion	fn	1	deep	80
visorR13	84	4	270000	deletion	tp	1	deep	80
visorR13	91	4	632000	tandem duplication	tp	1	deep	80
visorR13	55	3L	9437000	inversion	tp	1	deep	80
visorR13	1	2L	5000000	deletion	tp	1	deep	80
visorR13	31	2R	7810000	deletion	tp	1	deep	80
visorR13	41	2R	10970000	tandem duplication	tp	1	deep	80
visorR13	109	X	7810000	deletion	tp	1	deep	80
visorR13	101	4	947000	tandem duplication	tp	1	deep	80
visorR13	76	3R	9938000	deletion	tp	1	deep	80
visorR13	72	3R	8312000	tandem duplication	tp	1	deep	80
visorR13	8	2L	7810000	deletion	tp	1	deep	80
visorR13	20	2L	11987000	tandem duplication	tp	1	deep	80
visorR13	46	3L	5550000	deletion	tp	1	deep	80
visorR13	50	3L	7810000	deletion	tp	1	deep	80
visorR13	105	X	6150000	tandem duplication	tp	1	deep	80
visorR13	115	X	9938000	deletion	tp	1	deep	80
visorR13	49	3L	7160000	deletion	tp	1	deep	80
visorR13	23	2R	5000000	deletion	tp	1	deep	80
visorR13	19	2L	11485000	inversion	tp	1	deep	80
visorR13	118	X	11485000	inversion	tp	1	deep	80
visorR13	3	2L	5550000	deletion	tp	1	deep	80
visorR13	86	4	390000	tandem duplication	tp	1	deep	80
visorR13	33	2R	8312000	tandem duplication	tp	1	deep	80
visorR13	103	X	5000000	deletion	tp	1	deep	80
visorR13	108	X	7160000	deletion	tp	1	deep	80
visorR13	112	X	8887000	deletion	tp	1	deep	80
visorR13	93	4	727000	deletion	tp	1	deep	80
visorR13	73	3R	8887000	deletion	tp	1	deep	80
visorR13	4	2L	6150000	tandem duplication	tp	1	deep	80
visorR13	116	X	10463000	inversion	tp	1	deep	80
visorR13	10	2L	8312000	tandem duplication	tp	1	deep	80
visorR13	57	3L	10463000	inversion	tp	1	deep	80
visorR13	81	3R	11987000	tandem duplication	tp	1	deep	80
visorR13	82	4	200000	deletion	tp	1	deep	80
visorR13	59	3L	10970000	tandem duplication	tp	1	deep	80
visorR13	77	3R	10463000	inversion	tp	1	deep	80
visorR13	97	4	863000	inversion	tp	1	deep	80
visorR13	79	3R	10970000	tandem duplication	tp	1	deep	80
visorR13	80	3R	11485000	inversion	tp	1	deep	80
visorR13	15	2L	9938000	deletion	tp	1	deep	80
visorR13	100	4	925000	inversion	tp	1	deep	80
visorR13	69	3R	7160000	deletion	tp	1	deep	80
visorR13	47	3L	6655000	inversion	tp	1	deep	80
visorR13	45	3L	5000000	deletion	tp	1	deep	80
visorR13	67	3R	6655000	inversion	tp	1	deep	80
visorR13	63	3L	12489000	deletion	tp	1	deep	80
visorR13	70	3R	7810000	deletion	tp	1	deep	80
visorR13	119	X	11987000	tandem duplication	tp	1	deep	80
visorR13	-	4	797000	inversion	fn	1	deep	80
visorR13	28	2R	6655000	inversion	tp	1	deep	80
visorR15	-	2R	9938000	deletion	fn	1	deep	60
visorR15	58	3L	8887000	deletion	tp	1	deep	60
visorR15	22	2L	12489000	deletion	tp	1	deep	60
visorR15	30	2R	7160000	deletion	tp	1	deep	60
visorR15	14	2L	9437000	inversion	tp	1	deep	60
visorR15	-	2R	5550000	deletion	fn	1	deep	60
visorR15	107	4	969000	deletion	tp	1	deep	60
visorR15	-	2R	12489000	deletion	fn	1	deep	60
visorR15	111	X	6655000	inversion	tp	1	deep	60
visorR15	27	2R	6150000	tandem duplication	tp	1	deep	60
visorR15	69	3R	5000000	deletion	tp	1	deep	60
visorR15	64	3L	11485000	inversion	tp	1	deep	60
visorR15	95	4	610000	deletion	tp	1	deep	60
visorR15	-	4	415000	inversion	fn	1	deep	60
visorR15	122	X	10970000	tandem duplication	tp	1	deep	60
visorR15	-	2L	10970000	tandem duplication	fn	1	deep	60
visorR15	108	X	4999991	deletion	fp	1	deep	60
visorR15	43	2R	11485000	inversion	tp	1	deep	60
visorR15	93	4	440000	deletion	tp	1	deep	60
visorR15	40	2R	10463000	inversion	tp	1	deep	60
visorR15	80	3R	9437000	inversion	tp	1	deep	60
visorR15	-	3L	6150000	tandem duplication	fn	1	deep	60
visorR15	36	2R	8887000	deletion	tp	1	deep	60
visorR15	-	3L	9938000	deletion	fn	1	deep	60
visorR15	125	X	12489000	deletion	tp	1	deep	60
visorR15	37	2R	9437000	inversion	tp	1	deep	60
visorR15	100	4	818000	deletion	tp	1	deep	60
visorR15	-	3R	12489000	deletion	fn	1	deep	60
visorR15	8	2L	7160000	deletion	tp	1	deep	60
visorR15	115	X	8312000	tandem duplication	tp	1	deep	60
visorR15	72	3R	6150000	tandem duplication	tp	1	deep	60
visorR15	17	2L	10463000	inversion	tp	1	deep	60
visorR15	6	2L	6655000	inversion	tp	1	deep	60
visorR15	-	X	5550000	deletion	fn	1	deep	60
visorR15	-	3L	8312000	tandem duplication	fn	1	deep	60
visorR15	103	4	890000	tandem duplication	tp	1	deep	60
visorR15	65	3L	11987000	tandem duplication	tp	1	deep	60
visorR15	13	2L	8887000	deletion	tp	1	deep	60
visorR15	118	X	9437000	inversion	tp	1	deep	60
visorR15	45	2R	11987000	tandem duplication	tp	1	deep	60
visorR15	-	3R	5550000	deletion	fn	1	deep	60
visorR15	90	4	270000	deletion	tp	1	deep	60
visorR15	96	4	632000	tandem duplication	tp	1	deep	60
visorR15	59	3L	9437000	inversion	tp	1	deep	60
visorR15	1	2L	5000000	deletion	tp	1	deep	60
visorR15	32	2R	7810000	deletion	tp	1	deep	60
visorR15	42	2R	10970000	tandem duplication	tp	1	deep	60
visorR15	-	X	7810000	deletion	fn	1	deep	60
visorR15	106	4	947000	tandem duplication	tp	1	deep	60
visorR15	82	3R	9938000	deletion	tp	1	deep	60
visorR15	78	3R	8312000	tandem duplication	tp	1	deep	60
visorR15	9	2L	7810000	deletion	tp	1	deep	60
visorR15	21	2L	11987000	tandem duplication	tp	1	deep	60
visorR15	49	3L	5550000	deletion	tp	1	deep	60
visorR15	54	3L	7810000	deletion	tp	1	deep	60
visorR15	110	X	6150000	tandem duplication	tp	1	deep	60
visorR15	119	X	9938000	deletion	tp	1	deep	60
visorR15	53	3L	7160000	deletion	tp	1	deep	60
visorR15	24	2R	5000000	deletion	tp	1	deep	60
visorR15	20	2L	11485000	inversion	tp	1	deep	60
visorR15	123	X	11485000	inversion	tp	1	deep	60
visorR15	3	2L	5550000	tandem duplication	tp	1	deep	60
visorR15	92	4	390000	tandem duplication	tp	1	deep	60
visorR15	34	2R	8312000	tandem duplication	tp	1	deep	60
visorR15	-	X	5000000	deletion	fn	1	deep	60
visorR15	112	X	7160000	deletion	tp	1	deep	60
visorR15	117	X	8887000	deletion	tp	1	deep	60
visorR15	98	4	727000	deletion	tp	1	deep	60
visorR15	-	3R	8887000	deletion	fn	1	deep	60
visorR15	5	2L	6150000	tandem duplication	tp	1	deep	60
visorR15	121	X	10463000	inversion	tp	1	deep	60
visorR15	11	2L	8312000	tandem duplication	tp	1	deep	60
visorR15	61	3L	10463000	inversion	tp	1	deep	60
visorR15	87	3R	11987000	tandem duplication	tp	1	deep	60
visorR15	88	4	200000	deletion	tp	1	deep	60
visorR15	63	3L	10970000	tandem duplication	tp	1	deep	60
visorR15	83	3R	10463000	inversion	tp	1	deep	60
visorR15	102	4	863000	inversion	tp	1	deep	60
visorR15	-	3R	10970000	tandem duplication	fn	1	deep	60
visorR15	86	3R	11485000	inversion	tp	1	deep	60
visorR15	16	2L	9938000	deletion	tp	1	deep	60
visorR15	105	4	925000	inversion	tp	1	deep	60
visorR15	75	3R	7160000	deletion	tp	1	deep	60
visorR15	51	3L	6655000	inversion	tp	1	deep	60
visorR15	48	3L	5000000	deletion	tp	1	deep	60
visorR15	73	3R	6655000	inversion	tp	1	deep	60
visorR15	66	3L	12489000	deletion	tp	1	deep	60
visorR15	76	3R	7810000	deletion	tp	1	deep	60
visorR15	124	X	11987000	tandem duplication	tp	1	deep	60
visorR15	-	4	797000	inversion	fn	1	deep	60
visorR15	29	2R	6655000	inversion	tp	1	deep	60
visorR17	36	2R	9938000	deletion	tp	1	deep	40
visorR17	53	3L	8887000	deletion	tp	1	deep	40
visorR17	-	2L	12489000	deletion	fn	1	deep	40
visorR17	5	2L	6655000	inversion	tp	1	deep	40
visorR17	27	2R	7160000	deletion	tp	1	deep	40
visorR17	13	2L	9437000	inversion	tp	1	deep	40
visorR17	24	2R	5550000	deletion	tp	1	deep	40
visorR17	45	3L	5550000	deletion	tp	1	deep	40
visorR17	-	2R	12489000	deletion	fn	1	deep	40
visorR17	102	X	6655000	inversion	tp	1	deep	40
visorR17	-	2R	6150000	tandem duplication	fn	1	deep	40
visorR17	59	3L	11485000	inversion	tp	1	deep	40
visorR17	88	4	610000	deletion	tp	1	deep	40
visorR17	-	4	415000	inversion	fn	1	deep	40
visorR17	110	X	10970000	tandem duplication	tp	1	deep	40
visorR17	-	2L	10970000	tandem duplication	fn	1	deep	40
visorR17	40	2R	11485000	inversion	tp	1	deep	40
visorR17	86	4	440000	deletion	tp	1	deep	40
visorR17	37	2R	10463000	inversion	tp	1	deep	40
visorR17	73	3R	9437000	inversion	tp	1	deep	40
visorR17	-	3L	6150000	tandem duplication	fn	1	deep	40
visorR17	-	3R	7160000	deletion	fn	1	deep	40
visorR17	-	3L	9938000	deletion	fn	1	deep	40
visorR17	-	X	12489000	deletion	fn	1	deep	40
visorR17	34	2R	9437000	inversion	tp	1	deep	40
visorR17	92	4	818000	deletion	tp	1	deep	40
visorR17	99	4	969000	deletion	tp	1	deep	40
visorR17	-	3R	12489000	deletion	fn	1	deep	40
visorR17	-	2L	7160000	deletion	fn	1	deep	40
visorR17	104	X	8312000	tandem duplication	tp	1	deep	40
visorR17	65	3R	6150000	tandem duplication	tp	1	deep	40
visorR17	16	2L	10463000	inversion	tp	1	deep	40
visorR17	-	3R	5000000	deletion	fn	1	deep	40
visorR17	101	X	5550000	deletion	tp	1	deep	40
visorR17	51	3L	8312000	tandem duplication	tp	1	deep	40
visorR17	95	4	890000	tandem duplication	tp	1	deep	40
visorR17	-	3L	11987000	tandem duplication	fn	1	deep	40
visorR17	-	2L	8887000	deletion	fn	1	deep	40
visorR17	107	X	9437000	inversion	tp	1	deep	40
visorR17	41	2R	11987000	tandem duplication	tp	1	deep	40
visorR17	82	4	270000	deletion	tp	1	deep	40
visorR17	89	4	632000	tandem duplication	tp	1	deep	40
visorR17	54	3L	9437000	inversion	tp	1	deep	40
visorR17	1	2L	5000000	deletion	tp	1	deep	40
visorR17	29	2R	7810000	deletion	tp	1	deep	40
visorR17	-	2R	10970000	tandem duplication	fn	1	deep	40
visorR17	-	X	7810000	deletion	fn	1	deep	40
visorR17	109	X	10463000	inversion	tp	1	deep	40
visorR17	-	3R	9938000	deletion	fn	1	deep	40
visorR17	70	3R	8312000	tandem duplication	tp	1	deep	40
visorR17	-	2L	7810000	deletion	fn	1	deep	40
visorR17	20	2L	11987000	tandem duplication	tp	1	deep	40
visorR17	64	3R	5550000	deletion	tp	1	deep	40
visorR17	49	3L	7810000	deletion	tp	1	deep	40
visorR17	-	X	6150000	tandem duplication	fn	1	deep	40
visorR17	-	X	9938000	deletion	fn	1	deep	40
visorR17	-	3L	7160000	deletion	fn	1	deep	40
visorR17	-	2R	5000000	deletion	fn	1	deep	40
visorR17	-	2L	11485000	inversion	fn	1	deep	40
visorR17	111	X	11485000	inversion	tp	1	deep	40
visorR17	-	2L	5550000	deletion	fn	1	deep	40
visorR17	84	4	390000	tandem duplication	tp	1	deep	40
visorR17	-	2R	8312000	tandem duplication	fn	1	deep	40
visorR17	100	X	5000000	deletion	tp	1	deep	40
visorR17	-	X	7160000	deletion	fn	1	deep	40
visorR17	106	X	8887000	deletion	tp	1	deep	40
visorR17	91	4	727000	deletion	tp	1	deep	40
visorR17	-	3R	8887000	deletion	fn	1	deep	40
visorR17	4	2L	6150000	tandem duplication	tp	1	deep	40
visorR17	98	4	947000	tandem duplication	tp	1	deep	40
visorR17	10	2L	8312000	tandem duplication	tp	1	deep	40
visorR17	56	3L	10463000	inversion	tp	1	deep	40
visorR17	-	3R	11987000	tandem duplication	fn	1	deep	40
visorR17	19	2L	11484878	inversion	fp	1	deep	40
visorR17	80	4	200000	deletion	tp	1	deep	40
visorR17	-	3L	10970000	tandem duplication	fn	1	deep	40
visorR17	76	3R	10463000	inversion	tp	1	deep	40
visorR17	94	4	863000	inversion	tp	1	deep	40
visorR17	-	3R	10970000	tandem duplication	fn	1	deep	40
visorR17	79	3R	11485000	inversion	tp	1	deep	40
visorR17	15	2L	9938000	deletion	tp	1	deep	40
visorR17	97	4	925000	inversion	tp	1	deep	40
visorR17	-	2R	8887000	deletion	fn	1	deep	40
visorR17	-	3L	6655000	inversion	fn	1	deep	40
visorR17	-	3L	5000000	deletion	fn	1	deep	40
visorR17	66	3R	6655000	inversion	tp	1	deep	40
visorR17	-	3L	12489000	deletion	fn	1	deep	40
visorR17	69	3R	7810000	deletion	tp	1	deep	40
visorR17	112	X	11987000	tandem duplication	tp	1	deep	40
visorR17	-	4	797000	inversion	fn	1	deep	40
visorR17	26	2R	6655000	inversion	tp	1	deep	40
visorR19	-	2R	9938000	deletion	fn	1	deep	20
visorR19	-	3L	8887000	deletion	fn	1	deep	20
visorR19	-	2L	12489000	deletion	fn	1	deep	20
visorR19	-	2R	7160000	deletion	fn	1	deep	20
visorR19	-	2L	9437000	inversion	fn	1	deep	20
visorR19	-	2R	5550000	deletion	fn	1	deep	20
visorR19	-	4	969000	deletion	fn	1	deep	20
visorR19	-	2R	12489000	deletion	fn	1	deep	20
visorR19	37	X	6655000	inversion	tp	1	deep	20
visorR19	-	2R	6150000	tandem duplication	fn	1	deep	20
visorR19	-	3R	5000000	deletion	fn	1	deep	20
visorR19	20	3L	11485000	inversion	tp	1	deep	20
visorR19	-	4	610000	deletion	fn	1	deep	20
visorR19	-	4	415000	inversion	fn	1	deep	20
visorR19	-	X	10970000	tandem duplication	fn	1	deep	20
visorR19	-	2L	10970000	tandem duplication	fn	1	deep	20
visorR19	-	2R	11485000	inversion	fn	1	deep	20
visorR19	-	4	440000	deletion	fn	1	deep	20
visorR19	13	2R	10463000	inversion	tp	1	deep	20
visorR19	25	3R	9437000	inversion	tp	1	deep	20
visorR19	-	3L	6150000	tandem duplication	fn	1	deep	20
visorR19	-	3R	7160000	deletion	fn	1	deep	20
visorR19	-	3L	9938000	deletion	fn	1	deep	20
visorR19	-	X	12489000	deletion	fn	1	deep	20
visorR19	-	2R	9437000	inversion	fn	1	deep	20
visorR19	-	4	818000	deletion	fn	1	deep	20
visorR19	-	3R	12489000	deletion	fn	1	deep	20
visorR19	-	2L	7160000	deletion	fn	1	deep	20
visorR19	-	X	8312000	tandem duplication	fn	1	deep	20
visorR19	-	3R	6150000	tandem duplication	fn	1	deep	20
visorR19	5	2L	10463000	inversion	tp	1	deep	20
visorR19	1	2L	6655000	inversion	tp	1	deep	20
visorR19	-	X	5550000	deletion	fn	1	deep	20
visorR19	-	3L	8312000	tandem duplication	fn	1	deep	20
visorR19	-	4	890000	tandem duplication	fn	1	deep	20
visorR19	-	3L	11987000	tandem duplication	fn	1	deep	20
visorR19	3	2L	8887000	deletion	tp	1	deep	20
visorR19	-	X	9437000	inversion	fn	1	deep	20
visorR19	-	2R	11987000	tandem duplication	fn	1	deep	20
visorR19	-	3R	5550000	deletion	fn	1	deep	20
visorR19	-	4	270000	deletion	fn	1	deep	20
visorR19	-	4	632000	tandem duplication	fn	1	deep	20
visorR19	19	3L	9437000	inversion	tp	1	deep	20
visorR19	-	2L	5000000	deletion	fn	1	deep	20
visorR19	-	2R	7810000	deletion	fn	1	deep	20
visorR19	-	2R	10970000	tandem duplication	fn	1	deep	20
visorR19	-	X	7810000	deletion	fn	1	deep	20
visorR19	40	X	10463000	inversion	tp	1	deep	20
visorR19	-	3R	9938000	deletion	fn	1	deep	20
visorR19	-	3R	8312000	tandem duplication	fn	1	deep	20
visorR19	-	2L	7810000	deletion	fn	1	deep	20
visorR19	-	2L	11987000	tandem duplication	fn	1	deep	20
visorR19	-	3L	5550000	deletion	fn	1	deep	20
visorR19	-	3L	7810000	deletion	fn	1	deep	20
visorR19	-	X	6150000	tandem duplication	fn	1	deep	20
visorR19	-	X	9938000	deletion	fn	1	deep	20
visorR19	-	3L	7160000	deletion	fn	1	deep	20
visorR19	-	2R	5000000	deletion	fn	1	deep	20
visorR19	6	2L	11485000	inversion	tp	1	deep	20
visorR19	42	X	11485000	inversion	tp	1	deep	20
visorR19	-	2L	5550000	deletion	fn	1	deep	20
visorR19	-	4	390000	tandem duplication	fn	1	deep	20
visorR19	-	2R	8312000	tandem duplication	fn	1	deep	20
visorR19	-	X	5000000	deletion	fn	1	deep	20
visorR19	-	X	7160000	deletion	fn	1	deep	20
visorR19	39	X	8887000	deletion	tp	1	deep	20
visorR19	32	4	727000	deletion	tp	1	deep	20
visorR19	-	3R	8887000	deletion	fn	1	deep	20
visorR19	-	2L	6150000	tandem duplication	fn	1	deep	20
visorR19	35	4	947000	tandem duplication	tp	1	deep	20
visorR19	-	2L	8312000	tandem duplication	fn	1	deep	20
visorR19	-	3L	10463000	inversion	fn	1	deep	20
visorR19	-	3R	11987000	tandem duplication	fn	1	deep	20
visorR19	-	4	200000	deletion	fn	1	deep	20
visorR19	-	3L	10970000	tandem duplication	fn	1	deep	20
visorR19	-	3R	10463000	inversion	fn	1	deep	20
visorR19	33	4	863000	inversion	tp	1	deep	20
visorR19	-	3R	10970000	tandem duplication	fn	1	deep	20
visorR19	27	3R	11485000	inversion	tp	1	deep	20
visorR19	-	2L	9938000	deletion	fn	1	deep	20
visorR19	34	4	925000	inversion	tp	1	deep	20
visorR19	-	2R	8887000	deletion	fn	1	deep	20
visorR19	18	3L	6655000	inversion	tp	1	deep	20
visorR19	-	3L	5000000	deletion	fn	1	deep	20
visorR19	22	3R	6655000	inversion	tp	1	deep	20
visorR19	21	3L	12489000	deletion	tp	1	deep	20
visorR19	-	3R	7810000	deletion	fn	1	deep	20
visorR19	-	X	11987000	tandem duplication	fn	1	deep	20
visorR19	-	4	797000	inversion	fn	1	deep	20
visorR19	9	2R	6655000	inversion	tp	1	deep	20
visorR21	35	2R	9938000	deletion	tp	2	shallow	100
visorR21	51	3L	8887000	deletion	tp	2	shallow	100
visorR21	20	2L	12489000	deletion	tp	2	shallow	100
visorR21	6	2L	6655000	inversion	tp	2	shallow	100
visorR21	26	2R	7160000	deletion	tp	2	shallow	100
visorR21	-	2L	9437000	inversion	fn	2	shallow	100
visorR21	22	2R	5550000	deletion	tp	2	shallow	100
visorR21	61	3R	5023144	deletion	fp	2	shallow	100
visorR21	-	4	969000	deletion	fn	2	shallow	100
visorR21	-	2R	12489000	deletion	fn	2	shallow	100
visorR21	99	X	6655000	inversion	tp	2	shallow	100
visorR21	24	2R	6150000	tandem duplication	tp	2	shallow	100
visorR21	-	3L	11485000	inversion	fn	2	shallow	100
visorR21	84	4	610000	deletion	tp	2	shallow	100
visorR21	-	4	415000	inversion	fn	2	shallow	100
visorR21	110	X	10970000	tandem duplication	tp	2	shallow	100
visorR21	17	2L	10970000	tandem duplication	tp	2	shallow	100
visorR21	39	2R	11485000	inversion	tp	2	shallow	100
visorR21	82	4	440000	deletion	tp	2	shallow	100
visorR21	-	2R	10463000	inversion	fn	2	shallow	100
visorR21	70	3R	9437000	inversion	tp	2	shallow	100
visorR21	-	3L	6150000	tandem duplication	fn	2	shallow	100
visorR21	66	3R	7160000	deletion	tp	2	shallow	100
visorR21	53	3L	9938000	deletion	tp	2	shallow	100
visorR21	-	X	12489000	deletion	fn	2	shallow	100
visorR21	33	2R	9437000	inversion	tp	2	shallow	100
visorR21	89	4	818000	deletion	tp	2	shallow	100
visorR21	-	3R	12489000	deletion	fn	2	shallow	100
visorR21	7	2L	7160000	deletion	tp	2	shallow	100
visorR21	103	X	8312000	tandem duplication	tp	2	shallow	100
visorR21	64	3R	6150000	tandem duplication	tp	2	shallow	100
visorR21	16	2L	10463000	inversion	tp	2	shallow	100
visorR21	-	3R	5000000	deletion	fn	2	shallow	100
visorR21	96	X	5550000	deletion	tp	2	shallow	100
visorR21	49	3L	8312000	tandem duplication	tp	2	shallow	100
visorR21	91	4	890000	tandem duplication	tp	2	shallow	100
visorR21	58	3L	11987000	tandem duplication	tp	2	shallow	100
visorR21	11	2L	8887000	deletion	tp	2	shallow	100
visorR21	106	X	9437000	inversion	tp	2	shallow	100
visorR21	40	2R	11987000	tandem duplication	tp	2	shallow	100
visorR21	80	4	270000	deletion	tp	2	shallow	100
visorR21	85	4	632000	tandem duplication	tp	2	shallow	100
visorR21	52	3L	9437000	inversion	tp	2	shallow	100
visorR21	1	2L	5000000	deletion	tp	2	shallow	100
visorR21	28	2R	7810000	deletion	tp	2	shallow	100
visorR21	38	2R	10970000	tandem duplication	tp	2	shallow	100
visorR21	102	X	7810000	deletion	tp	2	shallow	100
visorR21	-	X	10463000	inversion	fn	2	shallow	100
visorR21	72	3R	9938000	deletion	tp	2	shallow	100
visorR21	68	3R	8312000	tandem duplication	tp	2	shallow	100
visorR21	-	2L	7810000	deletion	fn	2	shallow	100
visorR21	-	2L	11987000	tandem duplication	fn	2	shallow	100
visorR21	62	3R	5550000	deletion	tp	2	shallow	100
visorR21	-	3L	7810000	deletion	fn	2	shallow	100
visorR21	98	X	6150000	tandem duplication	tp	2	shallow	100
visorR21	108	X	9938000	deletion	tp	2	shallow	100
